Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionBeforeStoreOpened,PromoInterval0,PromoInterval1,PromoInterval2,PromoInterval3
612,d,c,2490.0,11,2012,1,31,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
613,c,a,250.0,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
614,a,a,1160.0,12,2012,0,0,0,"0,0,0,0",0,0,0,0,0
615,d,a,730.0,8,2007,0,0,0,"0,0,0,0",0,0,0,0,0
616,a,c,3040.0,8,2011,1,35,2010,"Mar,Jun,Sept,Dec",0,3,6,9,12
617,a,c,8940.0,1,1900,1,9,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
618,d,c,9910.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
619,a,a,1600.0,6,2006,1,45,2009,"Feb,May,Aug,Nov",0,2,5,8,11
620,d,c,5440.0,1,1900,1,40,2014,"Jan,Apr,Jul,Oct",1,1,4,7,10
621,a,a,30.0,7,2002,0,0,0,"0,0,0,0",0,0,0,0,0
622,a,c,75860.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
623,a,a,4080.0,3,2011,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
624,a,c,6920.0,9,2011,0,0,0,"0,0,0,0",0,0,0,0,0
625,a,a,1170.0,4,2011,1,22,2012,"Feb,May,Aug,Nov",0,2,5,8,11
626,c,c,10740.0,11,2013,0,0,0,"0,0,0,0",0,0,0,0,0
627,c,c,3970.0,3,2010,0,0,0,"0,0,0,0",0,0,0,0,0
628,a,c,2180.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
629,d,a,510.0,7,2014,1,23,2015,"Mar,Jun,Sept,Dec",0,3,6,9,12
630,a,a,1690.0,4,2015,0,0,0,"0,0,0,0",0,0,0,0,0
631,d,c,2870.0,1,1900,1,35,2012,"Mar,Jun,Sept,Dec",1,3,6,9,12
632,a,a,3350.0,2,2010,0,0,0,"0,0,0,0",0,0,0,0,0
633,d,a,11640.0,4,2005,1,22,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
634,d,a,18610.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
635,a,a,27530.0,4,2014,0,0,0,"0,0,0,0",0,0,0,0,0
636,c,a,720.0,10,2004,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
637,d,c,9790.0,1,1900,1,31,2009,"Feb,May,Aug,Nov",1,2,5,8,11
638,d,a,10170.0,11,2001,0,0,0,"0,0,0,0",0,0,0,0,0
639,a,a,7780.0,11,2006,0,0,0,"0,0,0,0",0,0,0,0,0
640,d,c,8040.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
641,a,c,610.0,12,2003,1,36,2013,"Mar,Jun,Sept,Dec",0,3,6,9,12
642,c,c,530.0,4,2005,1,35,2010,"Mar,Jun,Sept,Dec",0,3,6,9,12
643,a,a,230.0,6,2010,1,18,2010,"Feb,May,Aug,Nov",0,2,5,8,11
644,c,a,4030.0,12,2004,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
645,a,a,90.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
646,a,a,620.0,9,2014,0,0,0,"0,0,0,0",0,0,0,0,0
647,a,c,7420.0,4,2013,0,0,0,"0,0,0,0",0,0,0,0,0
648,d,a,2130.0,12,2008,0,0,0,"0,0,0,0",0,0,0,0,0
649,a,a,14570.0,11,2002,0,0,0,"0,0,0,0",0,0,0,0,0
650,a,a,1420.0,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
651,a,a,200.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
652,a,a,20390.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
653,d,c,7520.0,7,2014,1,45,2009,"Feb,May,Aug,Nov",0,2,5,8,11
654,c,a,6930.0,9,2006,0,0,0,"0,0,0,0",0,0,0,0,0
655,d,c,960.0,11,2012,1,5,2013,"Feb,May,Aug,Nov",0,2,5,8,11
656,d,a,410.0,4,2009,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
657,c,c,80.0,1,2006,1,10,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
658,d,c,520.0,1,1900,1,37,2009,"Jan,Apr,Jul,Oct",1,1,4,7,10
659,d,a,1590.0,3,2012,0,0,0,"0,0,0,0",0,0,0,0,0
660,a,a,1200.0,11,2006,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
661,d,c,2140.0,7,2013,0,0,0,"0,0,0,0",0,0,0,0,0
662,d,a,1070.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
663,a,c,7860.0,5,2005,0,0,0,"0,0,0,0",0,0,0,0,0
664,d,c,1680.0,10,2005,0,0,0,"0,0,0,0",0,0,0,0,0
665,a,a,90.0,12,2012,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
666,c,c,2700.0,1,1900,1,9,2011,"Mar,Jun,Sept,Dec",1,3,6,9,12
667,d,c,2870.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
668,c,a,1270.0,9,2010,0,0,0,"0,0,0,0",0,0,0,0,0
669,d,a,17080.0,7,2012,1,31,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
670,a,a,2060.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
671,a,c,2070.0,2,2008,1,39,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
672,c,a,240.0,9,2002,0,0,0,"0,0,0,0",0,0,0,0,0
673,d,c,15170.0,1,1900,1,5,2013,"Feb,May,Aug,Nov",1,2,5,8,11
674,a,a,2640.0,12,2005,1,31,2013,"Feb,May,Aug,Nov",0,2,5,8,11
675,a,a,2100.0,8,2013,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
676,b,b,1410.0,9,2008,0,0,0,"0,0,0,0",0,0,0,0,0
677,d,a,1740.0,6,2014,1,45,2009,"Feb,May,Aug,Nov",0,2,5,8,11
678,c,a,3250.0,1,1900,1,40,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
679,a,a,4140.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
680,c,a,170.0,1,1900,1,35,2012,"Mar,Jun,Sept,Dec",1,3,6,9,12
681,a,c,620.0,1,1900,1,1,2014,"Mar,Jun,Sept,Dec",1,3,6,9,12
682,b,a,150.0,9,2006,0,0,0,"0,0,0,0",0,0,0,0,0
683,a,a,2850.0,7,2014,0,0,0,"0,0,0,0",0,0,0,0,0
684,d,c,680.0,1,1900,1,22,2012,"Jan,Apr,Jul,Oct",1,1,4,7,10
685,a,a,650.0,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
686,a,a,20050.0,4,2002,0,0,0,"0,0,0,0",0,0,0,0,0
687,d,c,2770.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
688,a,a,18760.0,8,2015,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
689,d,a,15040.0,10,2004,0,0,0,"0,0,0,0",0,0,0,0,0
690,a,a,100.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
691,d,c,3030.0,1,1900,1,37,2009,"Jan,Apr,Jul,Oct",1,1,4,7,10
692,a,a,40.0,8,2001,0,0,0,"0,0,0,0",0,0,0,0,0
693,d,a,450.0,1,1900,1,40,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
694,a,c,460.0,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
695,a,a,550.0,7,2011,1,1,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
696,a,c,430.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
697,d,a,3780.0,1,1900,1,40,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
698,a,a,1790.0,5,2011,0,0,0,"0,0,0,0",0,0,0,0,0
699,a,a,180.0,1,1900,1,5,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
700,a,c,830.0,1,1900,1,27,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
701,d,a,1450.0,3,2012,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
702,a,a,8550.0,9,2001,1,45,2009,"Feb,May,Aug,Nov",0,2,5,8,11
703,a,a,80.0,6,2005,0,0,0,"0,0,0,0",0,0,0,0,0
704,d,c,1910.0,4,2009,0,0,0,"0,0,0,0",0,0,0,0,0
705,a,a,4140.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",0,2,5,8,11
706,d,a,7830.0,9,2014,1,10,2014,"Mar,Jun,Sept,Dec",0,3,6,9,12
707,a,c,2900.0,7,1990,0,0,0,"0,0,0,0",0,0,0,0,0
708,c,c,11470.0,10,2009,1,18,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
709,a,a,500.0,12,2010,0,0,0,"0,0,0,0",0,0,0,0,0
710,d,a,1500.0,9,2008,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
711,d,a,17110.0,3,2007,1,5,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
712,a,a,4870.0,9,2007,1,45,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
713,a,c,220.0,1,1900,1,10,2014,"Jan,Apr,Jul,Oct",1,1,4,7,10
714,d,c,12070.0,10,2005,1,10,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
715,a,a,14810.0,6,2014,0,0,0,"0,0,0,0",0,0,0,0,0
716,d,a,3200.0,1,2008,1,22,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
717,d,c,310.0,1,1900,1,40,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
718,a,a,1100.0,6,2015,0,0,0,"0,0,0,0",0,0,0,0,0
719,c,c,8190.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
720,a,c,15320.0,3,2011,1,14,2013,"Feb,May,Aug,Nov",0,2,5,8,11
721,a,c,3590.0,9,2012,1,22,2012,"Mar,Jun,Sept,Dec",0,3,6,9,12
722,a,a,50.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
723,d,c,5650.0,9,2008,1,5,2013,"Feb,May,Aug,Nov",0,2,5,8,11
724,d,c,5900.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
725,d,c,17540.0,6,2012,0,0,0,"0,0,0,0",0,0,0,0,0
726,a,c,40540.0,2,2002,0,0,0,"0,0,0,0",0,0,0,0,0
727,a,a,2050.0,3,2007,0,0,0,"0,0,0,0",0,0,0,0,0
728,d,a,13990.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
729,c,c,8980.0,6,2011,0,0,0,"0,0,0,0",0,0,0,0,0
730,c,a,1190.0,9,2013,0,0,0,"0,0,0,0",0,0,0,0,0
731,a,a,15270.0,1,1900,1,10,2014,"Jan,Apr,Jul,Oct",1,1,4,7,10
732,a,c,35280.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
733,b,b,860.0,10,1999,0,0,0,"0,0,0,0",0,0,0,0,0
734,a,a,220.0,1,1900,1,36,2013,"Mar,Jun,Sept,Dec",1,3,6,9,12
735,d,c,1920.0,4,2005,0,0,0,"0,0,0,0",0,0,0,0,0
736,c,c,1650.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
737,a,a,100.0,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
738,d,c,5980.0,10,2005,0,0,0,"0,0,0,0",0,0,0,0,0
739,d,c,2770.0,6,2008,1,22,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
740,d,a,6400.0,3,2014,0,0,0,"0,0,0,0",0,0,0,0,0
741,d,c,11900.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
742,d,c,4380.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
743,a,a,6710.0,11,2003,1,14,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
744,a,a,1370.0,12,2011,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
745,a,a,17650.0,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
746,d,c,4330.0,2,2011,1,35,2011,"Mar,Jun,Sept,Dec",0,3,6,9,12
747,c,c,45740.0,8,2008,0,0,0,"0,0,0,0",0,0,0,0,0
748,d,a,2380.0,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
749,a,a,3410.0,8,2011,1,14,2015,"Jan,Apr,Jul,Oct",0,1,4,7,10
750,d,a,8670.0,2,2002,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
751,a,a,650.0,10,2006,0,0,0,"0,0,0,0",0,0,0,0,0
752,a,a,970.0,3,2013,1,31,2013,"Feb,May,Aug,Nov",0,2,5,8,11
753,d,c,540.0,11,2012,1,35,2010,"Mar,Jun,Sept,Dec",0,3,6,9,12
754,c,c,380.0,5,2008,1,10,2014,"Mar,Jun,Sept,Dec",0,3,6,9,12
755,d,c,13130.0,12,2003,0,0,0,"0,0,0,0",0,0,0,0,0
756,a,c,50.0,1,1900,1,40,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
757,a,c,3450.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
758,a,c,19780.0,6,2008,0,0,0,"0,0,0,0",0,0,0,0,0
759,a,a,110.0,11,2012,1,31,2013,"Feb,May,Aug,Nov",0,2,5,8,11
760,a,a,560.0,1,2011,0,0,0,"0,0,0,0",0,0,0,0,0
761,a,a,2390.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
762,d,c,1280.0,1,1900,1,10,2013,"Mar,Jun,Sept,Dec",1,3,6,9,12
763,d,c,32240.0,3,2010,0,0,0,"0,0,0,0",0,0,0,0,0
764,a,c,26490.0,1,1900,1,10,2014,"Mar,Jun,Sept,Dec",1,3,6,9,12
765,a,c,25430.0,5,1999,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
766,d,c,9820.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
767,a,c,13080.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
768,a,c,2630.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
769,b,b,840.0,1,1900,1,48,2012,"Jan,Apr,Jul,Oct",1,1,4,7,10
770,a,c,100.0,4,2015,0,0,0,"0,0,0,0",0,0,0,0,0
771,a,a,20640.0,9,2007,0,0,0,"0,0,0,0",0,0,0,0,0
772,d,c,1850.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
773,a,a,200.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
774,a,c,640.0,9,2013,0,0,0,"0,0,0,0",0,0,0,0,0
775,d,c,6970.0,12,2005,1,22,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
776,c,a,700.0,4,2009,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
777,d,c,8250.0,10,2004,1,10,2013,"Mar,Jun,Sept,Dec",0,3,6,9,12
778,a,a,340.0,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
779,a,a,16990.0,4,2004,0,0,0,"0,0,0,0",0,0,0,0,0
780,a,a,18160.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
781,a,a,630.0,4,2007,0,0,0,"0,0,0,0",0,0,0,0,0
782,c,c,5390.0,8,2003,1,1,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
783,d,c,15490.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
784,a,a,560.0,10,2014,1,10,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
785,d,c,970.0,7,2005,1,31,2013,"Feb,May,Aug,Nov",0,2,5,8,11
786,a,a,290.0,11,2006,1,5,2013,"Feb,May,Aug,Nov",0,2,5,8,11
787,c,c,3210.0,6,2009,0,0,0,"0,0,0,0",0,0,0,0,0
788,a,c,1530.0,3,2013,0,0,0,"0,0,0,0",0,0,0,0,0
789,a,c,9770.0,7,2003,0,0,0,"0,0,0,0",0,0,0,0,0
790,d,c,9070.0,12,2003,0,0,0,"0,0,0,0",0,0,0,0,0
791,a,a,5950.0,4,2007,0,0,0,"0,0,0,0",0,0,0,0,0
792,d,a,17280.0,10,2009,1,18,2011,"Feb,May,Aug,Nov",0,2,5,8,11
793,d,a,2710.0,7,2006,0,0,0,"0,0,0,0",0,0,0,0,0
794,c,c,5090.0,9,2006,0,0,0,"0,0,0,0",0,0,0,0,0
795,d,a,510.0,1,1900,1,35,2010,"Mar,Jun,Sept,Dec",1,3,6,9,12
796,a,c,7180.0,11,2012,0,0,0,"0,0,0,0",0,0,0,0,0
797,a,a,2090.0,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
798,a,a,9560.0,4,2001,0,0,0,"0,0,0,0",0,0,0,0,0
799,a,c,2700.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
800,d,a,2020.0,7,2014,0,0,0,"0,0,0,0",0,0,0,0,0
801,d,a,48330.0,4,2013,0,0,0,"0,0,0,0",0,0,0,0,0
802,a,c,910.0,1,1900,1,22,2011,"Feb,May,Aug,Nov",1,2,5,8,11
803,d,a,1760.0,1,1900,1,10,2014,"Mar,Jun,Sept,Dec",1,3,6,9,12
804,c,c,2100.0,1,1900,1,1,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
805,d,a,24770.0,10,2011,1,10,2014,"Mar,Jun,Sept,Dec",0,3,6,9,12
806,d,a,260.0,1,1900,1,44,2010,"Feb,May,Aug,Nov",1,2,5,8,11
807,a,a,3870.0,4,2008,0,0,0,"0,0,0,0",0,0,0,0,0
808,a,a,18620.0,1,1900,1,31,2009,"Feb,May,Aug,Nov",1,2,5,8,11
809,a,a,12770.0,10,2000,0,0,0,"0,0,0,0",0,0,0,0,0
810,d,c,9640.0,11,2013,0,0,0,"0,0,0,0",0,0,0,0,0
811,a,a,410.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
812,d,a,2590.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
813,a,a,1560.0,9,2003,0,0,0,"0,0,0,0",0,0,0,0,0
814,d,c,24530.0,7,2013,0,0,0,"0,0,0,0",0,0,0,0,0
815,a,a,590.0,1,1900,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
816,c,c,460.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
817,a,a,140.0,3,2006,0,0,0,"0,0,0,0",0,0,0,0,0
818,d,a,490.0,1,1900,1,35,2010,"Mar,Jun,Sept,Dec",1,3,6,9,12
819,a,c,720.0,10,2014,0,0,0,"0,0,0,0",0,0,0,0,0
820,a,c,1650.0,1,1900,1,40,2014,"Jan,Apr,Jul,Oct",1,1,4,7,10
821,a,a,1700.0,9,2009,0,0,0,"0,0,0,0",0,0,0,0,0
822,a,c,410.0,11,2010,1,48,2010,"Mar,Jun,Sept,Dec",0,3,6,9,12
823,a,c,16210.0,11,2010,0,0,0,"0,0,0,0",0,0,0,0,0
824,a,a,17570.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
825,a,a,380.0,5,2011,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
826,a,c,7980.0,6,2005,0,0,0,"0,0,0,0",0,0,0,0,0
827,a,c,250.0,1,2005,0,0,0,"0,0,0,0",0,0,0,0,0
828,d,c,3290.0,12,2014,0,0,0,"0,0,0,0",0,0,0,0,0
829,c,a,110.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
830,a,c,6320.0,1,1900,1,5,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
831,a,a,800.0,6,2007,0,0,0,"0,0,0,0",0,0,0,0,0
832,d,a,5070.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
833,d,c,3290.0,12,1999,1,35,2010,"Mar,Jun,Sept,Dec",0,3,6,9,12
834,a,a,3470.0,3,2012,0,0,0,"0,0,0,0",0,0,0,0,0
835,a,a,2890.0,12,2007,1,10,2014,"Mar,Jun,Sept,Dec",0,3,6,9,12
836,a,a,2720.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
837,a,c,14600.0,4,2015,0,0,0,"0,0,0,0",0,0,0,0,0
838,d,c,6890.0,1,1900,1,48,2011,"Mar,Jun,Sept,Dec",1,3,6,9,12
839,c,a,240.0,1,2015,0,0,0,"0,0,0,0",0,0,0,0,0
840,a,a,1070.0,9,2009,0,0,0,"0,0,0,0",0,0,0,0,0
841,a,a,27650.0,8,2004,0,0,0,"0,0,0,0",0,0,0,0,0
842,d,c,1200.0,11,2007,0,0,0,"0,0,0,0",0,0,0,0,0
843,c,a,60.0,4,2006,0,0,0,"0,0,0,0",0,0,0,0,0
844,a,a,2030.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",0,2,5,8,11
845,d,a,7860.0,11,2005,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
846,a,c,8860.0,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
847,c,c,190.0,1,1900,1,31,2013,"Feb,May,Aug,Nov",1,2,5,8,11
848,a,c,370.0,7,2007,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
849,c,c,5000.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
850,d,a,1120.0,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
851,d,c,2330.0,1,1900,1,49,2014,"Mar,Jun,Sept,Dec",1,3,6,9,12
852,c,a,940.0,4,2004,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
853,a,a,14040.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
854,c,a,4770.0,1,1900,1,13,2010,"Jan,Apr,Jul,Oct",1,1,4,7,10
855,a,a,3440.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
856,a,a,3020.0,2,2010,0,0,0,"0,0,0,0",0,0,0,0,0
857,c,a,6270.0,8,2005,1,23,2014,"Mar,Jun,Sept,Dec",0,3,6,9,12
858,a,a,3370.0,12,2008,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
859,c,a,21770.0,7,2015,0,0,0,"0,0,0,0",0,0,0,0,0
860,c,c,5980.0,2,2010,0,0,0,"0,0,0,0",0,0,0,0,0
861,c,c,740.0,1,1900,1,14,2013,"Mar,Jun,Sept,Dec",1,3,6,9,12
862,a,c,2840.0,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
863,a,c,21370.0,11,2010,0,0,0,"0,0,0,0",0,0,0,0,0
864,a,a,1020.0,10,2012,1,45,2009,"Feb,May,Aug,Nov",0,2,5,8,11
865,d,c,2640.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
866,d,a,9680.0,1,1900,1,5,2013,"Feb,May,Aug,Nov",1,2,5,8,11
867,d,c,21810.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
868,d,c,1360.0,8,2005,1,10,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
869,c,a,230.0,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
870,a,a,780.0,4,2009,0,0,0,"0,0,0,0",0,0,0,0,0
871,d,c,10620.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
872,a,c,3860.0,9,2014,1,23,2015,"Mar,Jun,Sept,Dec",0,3,6,9,12
873,a,a,2040.0,11,2008,0,0,0,"0,0,0,0",0,0,0,0,0
874,a,a,3210.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
875,d,a,5070.0,11,2007,1,18,2015,"Feb,May,Aug,Nov",0,2,5,8,11
876,a,a,21790.0,4,2005,1,18,2015,"Feb,May,Aug,Nov",0,2,5,8,11
877,a,c,29190.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
878,d,c,1100.0,12,2014,0,0,0,"0,0,0,0",0,0,0,0,0
879,d,a,75860.0,1,1900,1,5,2013,"Feb,May,Aug,Nov",1,2,5,8,11
880,a,c,4570.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
881,a,a,180.0,3,2008,1,31,2013,"Feb,May,Aug,Nov",0,2,5,8,11
882,a,a,30.0,4,2013,0,0,0,"0,0,0,0",0,0,0,0,0
883,a,a,3200.0,6,2005,0,0,0,"0,0,0,0",0,0,0,0,0
884,d,c,7550.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
885,a,a,480.0,12,2005,0,0,0,"0,0,0,0",0,0,0,0,0
886,a,c,12430.0,10,2004,0,0,0,"0,0,0,0",0,0,0,0,0
887,d,a,19700.0,1,1900,1,37,2009,"Jan,Apr,Jul,Oct",1,1,4,7,10
888,d,a,4450.0,6,2012,1,35,2012,"Mar,Jun,Sept,Dec",0,3,6,9,12
889,d,a,18670.0,12,2005,0,0,0,"0,0,0,0",0,0,0,0,0
890,a,a,4450.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
891,a,c,350.0,1,1900,1,31,2013,"Feb,May,Aug,Nov",1,2,5,8,11
892,a,a,19370.0,4,2002,0,0,0,"0,0,0,0",0,0,0,0,0
893,a,a,130.0,1,1900,1,1,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
894,a,a,190.0,11,2012,0,0,0,"0,0,0,0",0,0,0,0,0
895,a,c,4150.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
896,a,c,170.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
897,c,c,3290.0,1,2007,1,5,2013,"Feb,May,Aug,Nov",0,2,5,8,11
898,a,a,18540.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
899,d,a,2590.0,1,1900,1,13,2010,"Jan,Apr,Jul,Oct",1,1,4,7,10
900,a,a,3920.0,4,2005,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
901,a,c,3170.0,4,2014,0,0,0,"0,0,0,0",0,0,0,0,0
902,a,a,310.0,5,2015,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
903,d,c,7290.0,9,2014,0,0,0,"0,0,0,0",0,0,0,0,0
904,d,c,570.0,7,2013,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
905,a,a,90.0,6,2014,0,0,0,"0,0,0,0",0,0,0,0,0
906,a,a,90.0,7,2010,0,0,0,"0,0,0,0",0,0,0,0,0
907,a,c,250.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
908,a,a,1980.0,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
909,a,c,1680.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
910,d,c,12480.0,1,1900,1,1,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
911,a,c,16490.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
912,c,c,3100.0,5,2010,0,0,0,"0,0,0,0",0,0,0,0,0
913,a,a,280.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
914,c,c,2640.0,4,2011,1,22,2012,"Mar,Jun,Sept,Dec",0,3,6,9,12
915,d,c,650.0,3,2013,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
916,a,a,90.0,11,2012,0,0,0,"0,0,0,0",0,0,0,0,0
917,a,a,7240.0,2,2010,0,0,0,"0,0,0,0",0,0,0,0,0
918,a,c,18710.0,4,2015,0,0,0,"0,0,0,0",0,0,0,0,0
919,a,a,2620.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
920,a,a,850.0,2,2012,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
